"attributes.page.rank.list.vector..names","as.vector.page.rank.list.vector."
"iota-editor",2.12480596866848e-05
"gapbuffer",2.58349424126993e-05
"ocf",2.12480596866848e-05
"rotor-tools",2.68219324379643e-05
"rustv",2.12480596866848e-05
"elfloader",3.02784850535259e-05
"elfloader32",3.02784850535259e-05
"rusty-data",2.12480596866848e-05
"nbits_vec",2.12480596866848e-05
"progress",2.47598917737897e-05
"diffbot",2.12480596866848e-05
"imgui-rs",2.12480596866848e-05
"ruschankunsan",2.12480596866848e-05
"rust-life",2.12480596866848e-05
"amethyst_cli",2.12480596866848e-05
"isbnid",2.12480596866848e-05
"stacktrace",2.12480596866848e-05
"diesel_cli",2.12480596866848e-05
"migrations_internals",3.19751928623154e-05
"infer_schema_internals",2.57900803801568e-05
"flac",2.12480596866848e-05
"kademlia",2.12480596866848e-05
"libstrophe-sys",2.12480596866848e-05
"navigation",2.12480596866848e-05
"r2d2-diesel",3.15835664578156e-05
"rrun",2.12480596866848e-05
"tzdata",2.12480596866848e-05
"bspc",2.12480596866848e-05
"cdb",2.12480596866848e-05
"forust",2.12480596866848e-05
"get_if_addrs-sys",2.55827208290154e-05
"imageproc",3.72291760934581e-05
"plague",2.12480596866848e-05
"ruroonga_client",2.12480596866848e-05
"spinner",2.59088215549953e-05
"user",2.63995117746284e-05
"xmodem",2.12480596866848e-05
"crc16",3.97632333358285e-05
"libpulse-sys",0.000104188216478564
"pulse-simple",2.12480596866848e-05
"rooster",2.12480596866848e-05
"quale",4.55729039980118e-05
"zxcvbn",3.1407288224381e-05
"special-fun",2.36448850861339e-05
"carto",2.12480596866848e-05
"doublepivot-quicksort",2.12480596866848e-05
"palette",4.60712937394743e-05
"rwlock2",2.12480596866848e-05
"ssh",2.16494119252111e-05
"dns-parser",3.1428150267321e-05
"onig",3.14388002242052e-05
"onig_sys",2.79288047343284e-05
"stockfighter-sdk-rs",2.12480596866848e-05
"sgxs",4.23504078529488e-05
"broadcast",2.62546414355667e-05
"pe",2.62546414355667e-05
"sgx-isa",4.8087576098523e-05
"augeas",2.12480596866848e-05
"constrained",2.12480596866848e-05
"nix-netconfig",2.12480596866848e-05
"ape",2.12480596866848e-05
"libvex-sys",2.12480596866848e-05
"avsser",2.12480596866848e-05
"ferrous",2.12480596866848e-05
"noto_font",2.12480596866848e-05
"scraper",6.82033772271535e-05
"ego-tree",2.9529898349982e-05
"xz-decom",2.12480596866848e-05
"xz-embedded-sys",3.93089104203669e-05
"azure_sdk_for_rust",2.12480596866848e-05
"tokio",0.000111259319509795
"cublas-sys",2.71338341314923e-05
"hourglass",2.12480596866848e-05
"jsonrpc-core",6.66028052481003e-05
"opensimplex",2.12480596866848e-05
"roulette",2.12480596866848e-05
"sat",2.12480596866848e-05
"verex",2.12480596866848e-05
"wf",2.12480596866848e-05
"jsonrpc-http-server",2.4038868748406e-05
"jsonrpc-server-utils",3.03252582908903e-05
"maud-pulldown-cmark",2.12480596866848e-05
"rustcql",2.12480596866848e-05
"wires",2.12480596866848e-05
"zoom",2.12480596866848e-05
"capabilities",2.80535976443041e-05
"hyper-socks",2.12480596866848e-05
"socks",2.72683432645788e-05
"jemallocator",2.12480596866848e-05
"jemalloc-sys",3.02784850535259e-05
"oscpad",2.12480596866848e-05
"pgsql_builder",2.12480596866848e-05
"redis-client",2.12480596866848e-05
"resolv-conf",2.62201098199986e-05
"smtpapi",2.12480596866848e-05
"dynamo",2.12480596866848e-05
"ears",4.83393357872079e-05
"gitlab",2.33274339487864e-05
"pairing-heap",2.12480596866848e-05
"prometheus",2.92213519252647e-05
"rustogram",2.12480596866848e-05
"sgf",2.12480596866848e-05
"syslog-ng-build",2.12480596866848e-05
"syslog-ng-common",2.12480596866848e-05
"syslog-ng-sys",2.57632723701053e-05
"aerial",2.12480596866848e-05
"crest",2.12480596866848e-05
"fraction",3.78038395258934e-05
"gnutls",2.12480596866848e-05
"gnutls-sys",3.02784850535259e-05
"ilc",2.12480596866848e-05
"ilc-cli",2.22514402830005e-05
"ilc-ops",2.43529651986172e-05
"ilc-format-weechat",2.43529651986172e-05
"ilc-format-energymech",2.43529651986172e-05
"ilc-base",4.33279839158731e-05
"jec",2.12480596866848e-05
"jec-rccow",3.93089104203669e-05
"oscillator",2.12480596866848e-05
"vnc",3.25199656356525e-05
"wgetj",2.12480596866848e-05
"binomial-heap",2.12480596866848e-05
"git-clean",2.12480596866848e-05
"gtag",2.12480596866848e-05
"indexing",2.12480596866848e-05
"rouille",3.06878312583415e-05
"shamir",2.12480596866848e-05
"treebitmap",2.12480596866848e-05
"x1b",2.12480596866848e-05
"alloc_hoard",2.12480596866848e-05
"requests",2.27531305811583e-05
"json",0.000198294800396433
"static-buffer",2.58689693942854e-05
"widestring",5.79611237427196e-05
"frontmatter",2.3828181220068e-05
"pocketsphinx",2.27531305811583e-05
"pocketsphinx-sys",3.09181401836771e-05
"scoped-pool",8.92137806689726e-05
"variance",3.75432055712653e-05
"amethyst_tools",2.12480596866848e-05
"ron",3.83572249204158e-05
"gfx_device_metal",2.53103422132591e-05
"gfx_device_vulkan",2.64065863345978e-05
"gfx_window_metal",2.25697319099126e-05
"gfx_window_vulkan",2.25697319099126e-05
"hetseq",2.1875083804771e-05
"egc",2.12480596866848e-05
"gitostat",2.12480596866848e-05
"jwk",2.12480596866848e-05
"virgil",2.12480596866848e-05
"file_limit",2.12480596866848e-05
"selecta_score",2.12480596866848e-05
"cell-gc",2.12480596866848e-05
"cell-gc-derive",2.72683432645788e-05
"java-properties",2.48602298334212e-05
"parsimonious",2.12480596866848e-05
"rusty-blockparser",2.12480596866848e-05
"seek_bufread",2.32548208793162e-05
"betabear",2.12480596866848e-05
"chacha20-poly1305-aead",2.23104626710191e-05
"delix",2.12480596866848e-05
"google-appengine1_beta5",2.26373558969681e-05
"google-dataproc1",2.26373558969681e-05
"google-dfareporting2d3",2.26373558969681e-05
"google-drive3",2.26373558969681e-05
"google-iam1",2.26373558969681e-05
"google-kgsearch1",2.26373558969681e-05
"google-serviceregistryalpha",2.26373558969681e-05
"afl-sys",2.55238276388455e-05
"cylus",2.12480596866848e-05
"filebuffer",2.12480596866848e-05
"file_logger",2.25381204533764e-05
"jmespath",3.93089104203669e-05
"restructure",2.12480596866848e-05
"sequencefile",2.12480596866848e-05
"toml-config",2.66966692777704e-05
"whois",2.12480596866848e-05
"argon2rs",3.13000250387122e-05
"cmdtaglib",2.12480596866848e-05
"dotplot",2.12480596866848e-05
"glowygraph",2.12480596866848e-05
"libftdi1-sys",3.02784850535259e-05
"from-ascii",3.79765477798853e-05
"rotor-carbon",2.12480596866848e-05
"rotor-dns",2.47300119618915e-05
"squash-sys",2.12480596866848e-05
"travis-after-all",2.12480596866848e-05
"ftdi",2.12480596866848e-05
"graphml",2.12480596866848e-05
"leak",4.2190083874273e-05
"libpijul",2.16494119252111e-05
"sanakirja",2.29086545735873e-05
"bs58",4.0901777117018e-05
"thrussh-keys",2.55570304239362e-05
"pijul",2.12480596866848e-05
"getch",2.45437790299678e-05
"thrussh",2.80319397579698e-05
"username",2.25094524363388e-05
"progrs",2.16494119252111e-05
"pager",2.42168858040188e-05
"typeinfo",2.12480596866848e-05
"vox_box",2.12480596866848e-05
"webicon",2.12480596866848e-05
"big",2.12480596866848e-05
"word2vec",2.12480596866848e-05
"xcb",8.3859366842636e-05
"zmq-rs",2.12480596866848e-05
"zmq-ffi",2.72683432645788e-05
"hertz",2.32548208793162e-05
"wordnet_stemmer",2.12480596866848e-05
"w_result",2.41461679364969e-05
"keepass",2.12480596866848e-05
"librsync-sys",2.57632723701053e-05
"librsync",2.12480596866848e-05
"lsystems",2.12480596866848e-05
"parasail-sys",2.83787845705214e-05
"parasailors",2.51672642958938e-05
"parsell",2.12480596866848e-05
"stb_truetype",3.59027241622465e-05
"poison",3.91325114081881e-05
"simple_lsystems",2.12480596866848e-05
"conllx",2.12480596866848e-05
"lazy-init",3.24290712987453e-05
"cplx",2.12480596866848e-05
"idem",0.000396639063831209
"dlc-decrypter",2.12480596866848e-05
"dotenv-shell",2.12480596866848e-05
"fst-bin",2.12480596866848e-05
"github_webhook_message_validator",2.12480596866848e-05
"libatasmart-sys",3.02784850535259e-05
"nl-dump",2.12480596866848e-05
"ordered_zip",2.12480596866848e-05
"qmlrs",2.12480596866848e-05
"rusty-hash",2.12480596866848e-05
"amber",2.12480596866848e-05
"avro",2.12480596866848e-05
"errorser",2.12480596866848e-05
"floaty",2.29500301614098e-05
"silverknife-fontconfig-sys",2.41388707069192e-05
"uefi",2.12480596866848e-05
"git-box",2.12480596866848e-05
"urlparse",2.63511553247512e-05
"warheadhateus",2.21986307779312e-05
"ketos",3.72299445687642e-05
"assert_matches",0.00018721233281356
"gumdrop",2.4547986984043e-05
"gumdrop_derive",3.49808814522613e-05
"ketos_derive",3.2712750659945e-05
"linefeed",3.19100461828925e-05
"libatasmart",2.12480596866848e-05
"rust-lzma",4.01676374342878e-05
"uri",2.12480596866848e-05
"cafs",2.12480596866848e-05
"gettext",2.18500880444742e-05
"orbutils",2.12480596866848e-05
"rimd",2.32548208793162e-05
"site_checker",2.12480596866848e-05
"bleach",2.12480596866848e-05
"dbox",2.12480596866848e-05
"keyring",2.38933358042443e-05
"secret-service",2.37867266158858e-05
"minilzo",2.98677517183529e-05
"minilzo-sys",3.39418541669848e-05
"telos",2.12480596866848e-05
"tls-sys",2.42582014756318e-05
"tin",2.12480596866848e-05
"abstract-ns",4.9156973297036e-05
"domain",4.13750957043279e-05
"ns-dns-tokio",2.64430892283174e-05
"ns-std-threaded",3.7347589087082e-05
"cargo-local-registry",2.12480596866848e-05
"resp",4.53291939982609e-05
"rusty_ally",2.12480596866848e-05
"tarpc",2.19169800842286e-05
"tarpc-plugins",2.25593743280767e-05
"thread-pool",2.18904539305329e-05
"core_rustc-serialize",2.12480596866848e-05
"sfml-build",6.62309258854879e-05
"dynamic_reload",2.12480596866848e-05
"bk-tree",2.12480596866848e-05
"carboxyl-cli",2.12480596866848e-05
"oppgave",2.12480596866848e-05
"redis-cli",2.12480596866848e-05
"rust_cache",2.12480596866848e-05
"botocore_parser",2.12480596866848e-05
"cargo-clippy",2.12480596866848e-05
"cargo-local-pkgs",2.12480596866848e-05
"cargo-multi",2.12480596866848e-05
"dynamic",4.83393357872079e-05
"elp",2.12480596866848e-05
"hashicorp_vault",2.25016952081992e-05
"hyphenation",5.47999410532423e-05
"pocket-resources",2.59060546762104e-05
"hyphenation_commons",2.59060546762104e-05
"includedir",2.58038401415079e-05
"linked_list_allocator",4.37561003605202e-05
"petrovich",2.12480596866848e-05
"uap-rust",2.28899552079286e-05
"vorbisenc-sys",2.12480596866848e-05
"snek",2.12480596866848e-05
"dyon",3.22503893519924e-05
"farbfeld",2.12480596866848e-05
"includedir_codegen",3.40354201874361e-05
"recital",3.02784850535259e-05
"afterparty",2.12480596866848e-05
"case",5.51995305021633e-05
"commodore",2.12480596866848e-05
"gcnctrlusb",2.12480596866848e-05
"hubcaps",3.06034435421054e-05
"katana",2.12480596866848e-05
"odbc",2.72683432645788e-05
"odbc-ffi",2.51110749825001e-05
"odbc-sys",4.84622499102566e-05
"odbc-safe",2.51110749825001e-05
"pbf-reader",2.12480596866848e-05
"try_into_opt",2.12480596866848e-05
"shared_child",0.000100061748873871
"os_pipe",0.000105160380840563
"krust",2.12480596866848e-05
"oxcable-basic-devices",2.12480596866848e-05
"postgres-derive-macros",2.12480596866848e-05
"postgres-derive-codegen",2.72683432645788e-05
"postgres-derive-internals",3.25862604250519e-05
"tilde-expand",2.25381204533764e-05
"ver",2.12480596866848e-05
"benzene",2.28899552079286e-05
"benzene-2d",2.12480596866848e-05
"boiler-generated",2.32548208793162e-05
"boiler",2.12480596866848e-05
"crowbook",2.12480596866848e-05
"crowbook-localize",2.18124612721124e-05
"crowbook-text-processing",2.18124612721124e-05
"crowbook-intl",2.23436627642795e-05
"crowbook-intl-runtime",2.23436627642795e-05
"numerals",2.18124612721124e-05
"epub-builder",2.28748642564466e-05
"simplelog",3.80059950203104e-05
"indicatif",4.41322203922428e-05
"console",6.12190084309378e-05
"disque-cli",2.12480596866848e-05
"intrusive-collections",2.12480596866848e-05
"rosc",2.27531305811583e-05
"rustwlc",2.18930900700306e-05
"transcriptome_translation",2.12480596866848e-05
"vulkan_rs",2.12480596866848e-05
"vulkan_rs_generator",2.32548208793162e-05
"shaderc",2.39494689844578e-05
"allegro_color",2.12480596866848e-05
"allegro_color-sys",2.57632723701053e-05
"gip",2.12480596866848e-05
"korome",2.12480596866848e-05
"named-block",2.12480596866848e-05
"static-cond",3.93089104203669e-05
"syslog_rfc5424",2.12480596866848e-05
"zstd",2.71559986885965e-05
"zstd-safe",2.31716095937937e-05
"humansize",3.78679269784207e-05
"zstd-sys",3.30195436711561e-05
"android_logger",2.28899552079286e-05
"android_log-sys",3.09762906500545e-05
"pelite",3.93089104203669e-05
"lde",2.96012031510128e-05
"polly",2.12480596866848e-05
"simlink",2.12480596866848e-05
"xswag-base",2.48602298334212e-05
"decimate",2.12480596866848e-05
"libxml",2.12480596866848e-05
"mavlink",2.12480596866848e-05
"razberry",2.12480596866848e-05
"redoxfs",2.12480596866848e-05
"setenv",2.12480596866848e-05
"xswag-syntax-java",2.12480596866848e-05
"galvanize",2.72683432645788e-05
"galvanize_cli",2.12480596866848e-05
"hash-roll",2.12480596866848e-05
"fmt-extra",2.86429746815313e-05
"ktmpl",2.12480596866848e-05
"metrics_distributor",2.12480596866848e-05
"preserve",2.12480596866848e-05
"rust-acd",2.32548208793162e-05
"rwutil",2.12480596866848e-05
"seccomp-sys",3.29470901782073e-05
"add6",2.12480596866848e-05
"add3",7.54306118877311e-05
"add6_64",2.12480596866848e-05
"add6_64b",2.12480596866848e-05
"criterion-stats",2.4027818466706e-05
"criterion-plot",2.40278184667068e-05
"enet-sys",2.12480596866848e-05
"spirv-utils",2.44545737416003e-05
"graph-similarity-cmd",2.12480596866848e-05
"human_name",2.12480596866848e-05
"mel",2.12480596866848e-05
"mrusty",3.02784850535259e-05
"pem",4.43149546855043e-05
"rsoundio",2.35056660283951e-05
"rb",3.12944079072955e-05
"transient-hashmap",2.12480596866848e-05
"xkbcommon",3.39310975590658e-05
"accurate",2.12480596866848e-05
"endianness",2.12480596866848e-05
"google-cloudresourcemanager1",2.26373558969681e-05
"google-people1",2.26373558969681e-05
"gtld-data",2.12480596866848e-05
"guile",2.12480596866848e-05
"guile-sys",3.62987686314199e-05
"pvoc",2.12480596866848e-05
"redux",2.12480596866848e-05
"tweetnacl-sys",3.28371055741308e-05
"bosonnlp",2.12480596866848e-05
"glitter",2.12480596866848e-05
"harmony",2.12480596866848e-05
"nickel_postgres",2.12480596866848e-05
"presto",2.12480596866848e-05
"presto-rs",2.12480596866848e-05
"slippy-map-tiles",2.12480596866848e-05
"timer",2.69504891316201e-05
"basic-http-server",2.12480596866848e-05
"radix-heap",2.12480596866848e-05
"revord",2.78703716223682e-05
"unidiff",2.3054144760053e-05
"beautician",2.3828181220068e-05
"blurz",2.27531305811583e-05
"hbs",2.42582014756318e-05
"hbs-sys",3.41352292206142e-05
"hbs-acc",2.42582014756318e-05
"hbs-acc-sys",3.41352292206142e-05
"hbs-acc-pow-sys",3.41352292206142e-05
"hbs-acc-pow",2.42582014756318e-05
"heartbeats-simple",2.12480596866848e-05
"heartbeats-simple-sys",2.42582014756318e-05
"oxipng",2.12480596866848e-05
"zopfli",2.5672582200823e-05
"miniz_oxide",3.82120968926741e-05
"rust-puppetdb-cli",2.12480596866848e-05
"serde-redis",2.12480596866848e-05
"ticktock",2.12480596866848e-05
"codeplatter",2.12480596866848e-05
"preferences",2.32548208793162e-05
"tfs",2.12480596866848e-05
"tfs-fuse-sys",2.23768628575399e-05
"terminal-linked-hash-map",2.23768628575399e-05
"tokyocabinet-sys",2.12480596866848e-05
"chacha",2.12480596866848e-05
"keystream",3.02784850535259e-05
"gta-vc-settings",2.12480596866848e-05
"iron_session",2.12480596866848e-05
"ntree",2.12480596866848e-05
"renv",2.12480596866848e-05
"xyz",2.28122583662984e-05
"concurrent-hash-map",2.12480596866848e-05
"elastic_macros",2.32548208793162e-05
"loggerv",3.69061722424038e-05
"nickel-diesel",2.12480596866848e-05
"ruroonga_command",2.12480596866848e-05
"cargo-lichking",2.12480596866848e-05
"c-certitude",2.12480596866848e-05
"certitude",3.02784850535259e-05
"elastic_hyper",2.12480596866848e-05
"json_str",2.94956021929607e-05
"elastic_requests",2.59409830535435e-05
"confy",2.22996289563762e-05
"gedcomx_date",2.12480596866848e-05
"git-appraise",2.12480596866848e-05
"neil",2.12480596866848e-05
"shannon-entropy",2.12480596866848e-05
"caesar",2.12480596866848e-05
"cargo-release",2.12480596866848e-05
"edcert",3.47936977369464e-05
"cargo-show",2.12480596866848e-05
"g-k-crates-io-client",2.3828181220068e-05
"earley",2.12480596866848e-05
"way-cooler",2.12480596866848e-05
"dummy-rustwlc",2.18930900700306e-05
"dbus-macros",2.18930900700306e-05
"wayland-server",3.37154234672776e-05
"rlua",3.48366997625028e-05
"bronze",2.12480596866848e-05
"ndn",2.12480596866848e-05
"clear-coat",2.12480596866848e-05
"cleverbot_io",2.12480596866848e-05
"linea",2.12480596866848e-05
"numer",2.32548208793162e-05
"radical",2.32548208793162e-05
"systemstat",2.63653007278947e-05
"tiled-json",2.12480596866848e-05
"unixbar",2.12480596866848e-05
"rspec",0.000125382011283281
"enamel",2.12480596866848e-05
"ndarray-rblas",2.12480596866848e-05
"serde_rustc_serialize_interop",2.12480596866848e-05
"slice_as_array",2.12480596866848e-05
"tangle",2.12480596866848e-05
"topd",2.12480596866848e-05
"cargo-at",2.12480596866848e-05
"packagemerge",2.12480596866848e-05
"decibel",2.72683432645788e-05
"genetic-files",2.12480596866848e-05
"graceful",2.12480596866848e-05
"neovim-lib",2.12480596866848e-05
"oping",2.12480596866848e-05
"calco",2.12480596866848e-05
"fts",2.12480596866848e-05
"gazetta-bin",2.12480596866848e-05
"pdcurses-sys",3.63797664554012e-05
"shapir",2.12480596866848e-05
"vk_generator",2.12480596866848e-05
"vk_api",2.72683432645788e-05
"boolinator",4.81237549750702e-05
"libarchive",2.3828181220068e-05
"libarchive3-sys",4.13649447672816e-05
"libpm",2.12480596866848e-05
"simple_ecs",2.12480596866848e-05
"wavefile",2.12480596866848e-05
"xxhash2",2.3054144760053e-05
"xxhash-sys",3.10460712097073e-05
"half",4.08836718831173e-05
"antikoerper",2.12480596866848e-05
"buffer",2.12480596866848e-05
"credentials",2.57632723701053e-05
"edcert-restrevoke",2.12480596866848e-05
"edcert-compressor",2.12480596866848e-05
"fe_session",2.12480596866848e-05
"indoc",3.61071408550342e-05
"indoc-impl",2.56324982190818e-05
"iron-error-router",2.12480596866848e-05
"mbutiles",2.12480596866848e-05
"outoforderfs",2.12480596866848e-05
"edcert-letter",2.12480596866848e-05
"feed",3.02784850535259e-05
"koukku",2.12480596866848e-05
"pancurses",0.000106812047779174
"ptp",2.12480596866848e-05
"quake-files",2.12480596866848e-05
"ukhasnet-parser",2.12480596866848e-05
"gfx_app",2.12480596866848e-05
"gfx_window_sdl",2.29210038732342e-05
"lzma-sys",2.6194346636807e-05
"metl",2.12480596866848e-05
"metal-sys",2.57632723701053e-05
"mqtt3",3.6175768174348e-05
"mqttc",2.38128948955744e-05
"netopt",2.71863883391141e-05
"xz2",3.49149667067446e-05
"bosun_emitter",2.22514402830005e-05
"mktemp",6.29839933232313e-05
"cargo-bundle",2.12480596866848e-05
"icns",2.21511022233689e-05
"ar",2.37929977446127e-05
"msi",2.21511022233689e-05
"cab",2.21511022233689e-05
"exempi",2.12480596866848e-05
"exempi-sys",2.72683432645788e-05
"tutil",3.93089104203669e-05
"warc",2.12480596866848e-05
"zero85",2.12480596866848e-05
"abc",2.12480596866848e-05
"credentials_to_env",2.12480596866848e-05
"exec",4.00614458676037e-05
"edge",2.12480596866848e-05
"langid",2.12480596866848e-05
"librbd-sys",2.12480596866848e-05
"monkeys",2.12480596866848e-05
"convenience",2.35056660283951e-05
"crdts",2.21986307779312e-05
"dns-lookup",2.28899552079286e-05
"rpc-perf",2.12480596866848e-05
"rpcperf_request",2.4274120494708e-05
"rpcperf_workload",2.19427077918264e-05
"mpmc",3.0194910203376e-05
"rpcperf_parser",2.19427077918264e-05
"log-panics",2.83784181776973e-05
"tic",2.6457920475247e-05
"rsndfile",2.12480596866848e-05
"cargo-deadlinks",2.12480596866848e-05
"handlers",2.12480596866848e-05
"hypervisor",2.12480596866848e-05
"left-pad-io",2.12480596866848e-05
"chill",2.57632723701053e-05
"lpsolve",2.12480596866848e-05
"lpsolve-sys",2.72683432645788e-05
"screenprints",2.12480596866848e-05
"toml_document",2.12480596866848e-05
"uenc",2.12480596866848e-05
"czmq-sys",2.71433875192937e-05
"fruently",2.12480596866848e-05
"funzzy",2.12480596866848e-05
"half_edge_mesh",2.3828181220068e-05
"voxel_worldgen",2.12480596866848e-05
"allan",3.22814323145035e-05
"derive_more",3.27693040849723e-05
"implicit",2.12480596866848e-05
"ip-combinator",2.12480596866848e-05
"joy",2.12480596866848e-05
"please-clap",2.12480596866848e-05
"stemflow",2.22514402830005e-05
"dot",7.80171185703635e-05
"stemjail",2.12480596866848e-05
"fdpass",2.22514402830005e-05
"steamy-controller",2.12480596866848e-05
"hid",4.2881948723847e-05
"swagger_to_md",2.12480596866848e-05
"bklyn",2.12480596866848e-05
"hidapi-sys",4.30850580410562e-05
"rubefunge-93",2.12480596866848e-05
"zalgo",3.93089104203669e-05
"alac",2.41453211585463e-05
"caf",2.92762019047374e-05
"cucumber",2.57632723701053e-05
"ndarray-rand",4.31629511180065e-05
"orc",2.12480596866848e-05
"phf_builder",2.12480596866848e-05
"retry-after",2.12480596866848e-05
"todotxt",2.12480596866848e-05
"base-x",4.77155034108919e-05
"collider",2.12480596866848e-05
"noisy_float",3.02784850535259e-05
"flaker",2.12480596866848e-05
"netio",2.12480596866848e-05
"nphysics3d",2.19704937160321e-05
"nphysics2d",2.26373558969681e-05
"rotor-capnp",2.12480596866848e-05
"td_clua",3.28179159202263e-05
"td_proto_rust",2.24521164022636e-05
"td_rlua",2.72231911377446e-05
"td_revent",2.24521164022636e-05
"psocket",2.29829959541325e-05
"rbtree",2.29829959541325e-05
"td_rredis",2.24521164022636e-05
"td_rthreadpool",2.24521164022636e-05
"test-rs",2.12480596866848e-05
"pirate",2.47699255797528e-05
"winutil",5.21556293565854e-05
"bankholidays",2.12480596866848e-05
"computus",3.02784850535259e-05
"flu",2.12480596866848e-05
"td_clua_ext",2.24521164022636e-05
"egli",2.46594483170366e-05
"iron-drain",2.12480596866848e-05
"cmark-hamlet",2.12480596866848e-05
"hamlet",3.02784850535259e-05
"pagerduty",2.12480596866848e-05
"redfa",2.72683432645788e-05
"rusty-release",2.12480596866848e-05
"time2",2.12480596866848e-05
"deckofcards",2.12480596866848e-05
"iron-json-response",2.12480596866848e-05
"plex",2.12480596866848e-05
"lalr",2.72683432645788e-05
"tinyecs",2.12480596866848e-05
"tinyprof",3.02784850535259e-05
"wbs-backup",2.12480596866848e-05
"wbs-backup-daemon",2.12480596866848e-05
"entity_rust",2.12480596866848e-05
"openexchangerates",2.12480596866848e-05
"reki3",2.12480596866848e-05
"tera",0.000112623192250576
"flux",2.12480596866848e-05
"gw2",2.12480596866848e-05
"nettest",2.12480596866848e-05
"parsec",2.12480596866848e-05
"sntp_client",2.12480596866848e-05
"mockers",2.72683432645788e-05
"mockers_macros",4.44261514615768e-05
"mockers_codegen",4.6149457635749e-05
"rusty_secrets",2.35056660283951e-05
"merkle_sigs",2.30644066070608e-05
"arcball-cgmath",2.12480596866848e-05
"libmount",2.19427077918264e-05
"scanner",2.12480596866848e-05
"seccomp",2.12480596866848e-05
"baal",2.12480596866848e-05
"gph",2.12480596866848e-05
"graphify",3.93089104203669e-05
"xmas-elf",5.32438724635211e-05
"zero",7.01175214274142e-05
"content-blocker",2.12480596866848e-05
"google-consumersurveys2",2.28899552079286e-05
"google-dfareporting2d4",2.26373558969681e-05
"matrixstack",2.12480596866848e-05
"trex",2.12480596866848e-05
"geomprim2d",2.12480596866848e-05
"scalar",3.93089104203669e-05
"google-monitoring3",2.26373558969681e-05
"karaorust",2.12480596866848e-05
"ordinal",2.12480596866848e-05
"reroute",2.12480596866848e-05
"split_aud",2.12480596866848e-05
"xargo",2.12480596866848e-05
"anima",2.12480596866848e-05
"anima-engine",2.12480596866848e-05
"multibloom",2.12480596866848e-05
"pwat",2.12480596866848e-05
"quandl-v3",2.12480596866848e-05
"has",2.28899552079286e-05
"tdengine",2.12480596866848e-05
"owned-fd",2.12480596866848e-05
"hibitset",4.78368211010283e-05
"shred-derive",3.27262421201945e-05
"tuple_utils",2.86609360893704e-05
"rudy",2.60808145559873e-05
"tacobell",2.12480596866848e-05
"bop",2.12480596866848e-05
"borealis",2.3828181220068e-05
"borealis_codegen",2.12480596866848e-05
"counted-array",2.12480596866848e-05
"crushtool",2.57632723701053e-05
"hlua_master",2.12480596866848e-05
"camera_capture",2.94726270945992e-05
"escapi",2.4826878691029e-05
"gist",2.12480596866848e-05
"hexdump",3.45415983621221e-05
"stockfighter",2.12480596866848e-05
"diesel_full_text_search",2.16585335669958e-05
"jsonrpc-v1",2.72683432645788e-05
"tealdeer",2.12480596866848e-05
"to_directory",2.12480596866848e-05
"binary-tree",2.35056660283951e-05
"bitcoin-rpc",2.12480596866848e-05
"bounded-integer-plugin",2.12480596866848e-05
"bounded-integer",3.93089104203669e-05
"cargo-clone",2.12480596866848e-05
"eventbus",3.02784850535259e-05
"fastlog",2.12480596866848e-05
"ispc",2.12480596866848e-05
"mqtt-protocol",2.28597397695169e-05
"epaste",2.12480596866848e-05
"ludum",2.12480596866848e-05
"osmpbfreader",2.89740902783155e-05
"par-map",2.27873082327203e-05
"rental",3.63232267670013e-05
"pub-iterator-type",2.76296112321734e-05
"unicorn",2.12480596866848e-05
"libunicorn-sys",2.57632723701053e-05
"verbal_expressions",2.12480596866848e-05
"b2",2.12480596866848e-05
"cargo-fancy",2.12480596866848e-05
"comcart",2.12480596866848e-05
"english-lint",2.12480596866848e-05
"parsswd",2.32548208793162e-05
"to-directory",2.12480596866848e-05
"anduin",2.12480596866848e-05
"vulkano-shaders",4.14165061369874e-05
"vulkano",6.25474297464839e-05
"vulkano-win",3.22246253351298e-05
"athtool",2.12480596866848e-05
"aruba_ripple",2.12480596866848e-05
"cargo-apk",2.12480596866848e-05
"gst",2.12480596866848e-05
"opencorpora",2.12480596866848e-05
"openvr",2.12480596866848e-05
"openvr_sys",2.72683432645788e-05
"rorschach",2.12480596866848e-05
"sgxs-tools",2.12480596866848e-05
"bmemcached",2.12480596866848e-05
"enclave-interface",3.17835559479994e-05
"enclave-example",2.12480596866848e-05
"enclave",2.57632723701053e-05
"alloc_buddy_simple2",2.39854073760085e-05
"core_io",3.83803354310087e-05
"libenclave-tools",2.12480596866848e-05
"readelf",2.12480596866848e-05
"ruru",2.12480596866848e-05
"ruby-sys",2.72683432645788e-05
"transport",2.12480596866848e-05
"bolt-server",2.12480596866848e-05
"caniuse",2.12480596866848e-05
"inflect",2.35056660283951e-05
"http_stub",2.7885422331313e-05
"interfaces",2.42582014756318e-05
"pupil",2.12480596866848e-05
"csv_to_json",2.12480596866848e-05
"curs",2.84723999801576e-05
"dungen",2.12480596866848e-05
"nfd",2.72683432645788e-05
"serde-pickle",2.12480596866848e-05
"iter-read",2.3054144760053e-05
"conserve",2.12480596866848e-05
"spectral",6.19747449856978e-05
"globset",5.97259361844506e-05
"feaders",2.12480596866848e-05
"hetu",2.12480596866848e-05
"pest_grammars",0.000224024436992932
"tungsten",2.12480596866848e-05
"uinput-sys",3.5629677568543e-05
